dataset,class_name,sample_count
WLASL,printer,6
WLASL,priority,4
WLASL,prison,6
WLASL,private,7
WLASL,problem,9
WLASL,process,4
WLASL,procrastinate,7
WLASL,professional,7
WLASL,professor,5
WLASL,profit,4
WLASL,program,6
WLASL,progress,4
WLASL,project,7
WLASL,promise,5
WLASL,promote,4
WLASL,proof,6
WLASL,propaganda,2
WLASL,proper,4
WLASL,prostitute,4
WLASL,protect,6
WLASL,proud,5
WLASL,prove,5
WLASL,provide,6
WLASL,psychologist,3
WLASL,psychology,6
WLASL,public,5
WLASL,publish,6
WLASL,pull,9
WLASL,pumpkin,5
WLASL,punish,6
WLASL,purchase,4
WLASL,pure,4
WLASL,purple,8
WLASL,purpose,6
WLASL,pursue,4
WLASL,push,6
WLASL,put,6
WLASL,put off,5
WLASL,puzzled,6
WLASL,q,4
WLASL,quality,5
WLASL,quarrel,4
WLASL,quarter,5
WLASL,queen,6
WLASL,question,5
WLASL,quick,7
WLASL,quiet,7
WLASL,quit,7
WLASL,quote,6
WLASL,r,4
WLASL,rabbit,8
WLASL,raccoon,7
WLASL,race,6
WLASL,radio,6
WLASL,rage,4
WLASL,rain,7
WLASL,rainbow,5
WLASL,rake,5
WLASL,rat,6
WLASL,rather,4
WLASL,read,6
WLASL,ready,10
WLASL,real,4
WLASL,realize,4
WLASL,really,7
WLASL,reason,7
WLASL,receive,5
WLASL,recent,7
WLASL,recliner,4
WLASL,recognize,5
WLASL,recommend,4
WLASL,recover,6
WLASL,red,7
WLASL,reduce,5
WLASL,refer,5
WLASL,referee,5
WLASL,refuse,6
WLASL,regular,4
WLASL,rehearse,7
WLASL,reject,5
WLASL,relate,5
WLASL,relationship,5
WLASL,relax,4
WLASL,release,5
WLASL,relief,6
WLASL,religion,7
WLASL,rely,5
WLASL,remember,7
WLASL,remote control,5
WLASL,remove,7
WLASL,rent,5
WLASL,repeat,5
WLASL,replace,5
WLASL,reply,4
WLASL,report,3
WLASL,represent,7
WLASL,reputation,5
WLASL,request,4
WLASL,require,6
WLASL,rescue,4
WLASL,research,7
WLASL,resign,5
WLASL,resist,3
WLASL,respect,7
WLASL,responsibility,6
WLASL,responsible,4
WLASL,rest,6
WLASL,restaurant,7
WLASL,restroom,3
WLASL,result,7
WLASL,retire,7
WLASL,retreat,4
WLASL,reveal,5
WLASL,revenge,6
WLASL,review,7
WLASL,rich,6
WLASL,ride,8
WLASL,ridiculous,4
WLASL,right,9
WLASL,ring,5
WLASL,rise,7
WLASL,river,5
WLASL,road,4
WLASL,roar,4
WLASL,rob,8
WLASL,robber,5
WLASL,robot,4
WLASL,rock,6
WLASL,role,5
WLASL,roof,4
WLASL,room,11
WLASL,roommate,5
WLASL,rooster,5
WLASL,rope,4
WLASL,rose,5
WLASL,rough,7
WLASL,rubber,5
WLASL,rude,6
WLASL,ruin,4
WLASL,rule,6
WLASL,run,7
WLASL,rush,5
WLASL,russia,8
WLASL,s,4
WLASL,sad,8
WLASL,safe,5
WLASL,salad,6
WLASL,salary,5
WLASL,salt,8
WLASL,salute,4
WLASL,same,9
WLASL,sandwich,10
WLASL,satisfy,5
WLASL,saturday,7
WLASL,sauce,4
WLASL,sausage,4
WLASL,save,8
WLASL,saw,3
WLASL,say,6
WLASL,scan,3
WLASL,scared,8
WLASL,schedule,5
WLASL,school,9
WLASL,science,7
WLASL,scientist,5
WLASL,scissors,8
WLASL,scold,4
WLASL,score,11
WLASL,scotland,6
WLASL,scream,3
WLASL,screwdriver,6
WLASL,sculpture,6
WLASL,sea,5
WLASL,search,5
WLASL,second,6
WLASL,secret,8
WLASL,secretary,10
WLASL,see,5
WLASL,seem,6
WLASL,seldom,3
WLASL,selfish,5
WLASL,sell,7
WLASL,senate,6
WLASL,send,5
WLASL,senior,6
WLASL,sensitive,5
WLASL,sentence,7
WLASL,separate,6
WLASL,september,5
WLASL,sequence,5
WLASL,serious,6
WLASL,serve,5
WLASL,service,7
WLASL,settle,4
WLASL,seven,6
WLASL,several,4
WLASL,sew,4
WLASL,shame,5
WLASL,shampoo,5
WLASL,shape,7
WLASL,share,7
WLASL,shave,4
WLASL,she,6
WLASL,sheep,5
WLASL,shelf,5
WLASL,shine,8
WLASL,shirt,12
WLASL,shock,9
WLASL,shoes,6
WLASL,shoot,5
WLASL,shop,6
WLASL,shopping,3
WLASL,short,13
WLASL,should,6
WLASL,shoulder,4
WLASL,shout,3
WLASL,shovel,3
WLASL,show,9
WLASL,shower,5
WLASL,shrimp,6
WLASL,shy,6
WLASL,sick,8
WLASL,side,5
WLASL,sign,9
WLASL,sign language,5
WLASL,silent,5
WLASL,silly,10
WLASL,silver,6
WLASL,similar,6
WLASL,simple,5
WLASL,sin,4
WLASL,since,8
WLASL,sing,5
WLASL,singer,4
WLASL,single,6
WLASL,siren,6
WLASL,sister,7
WLASL,sit,6
WLASL,situation,6
WLASL,six,6
WLASL,sixteen,6
WLASL,size,5
WLASL,skate,4
WLASL,skeleton,5
WLASL,sketch,6
WLASL,ski,2
WLASL,skill,4
WLASL,skin,6
WLASL,skinny,6
WLASL,skip,4
WLASL,skirt,6
WLASL,skunk,5
WLASL,sky,8
WLASL,slave,6
WLASL,sleep,6
WLASL,sleepy,5
WLASL,slice,4
WLASL,slip,6
WLASL,slow,8
WLASL,small,8
WLASL,smart,8
WLASL,smell,5
WLASL,smile,7
WLASL,smoking,2
WLASL,smooth,5
WLASL,snack,5
WLASL,snake,7
WLASL,sneeze,4
WLASL,snob,6
WLASL,snow,10
WLASL,snowman,5
WLASL,soap,7
WLASL,soccer,5
WLASL,society,5
WLASL,socks,6
WLASL,soda,6
WLASL,sofa,4
WLASL,soft,8
WLASL,soldier,4
WLASL,solid,6
WLASL,solve,4
WLASL,some,7
WLASL,someday,5
WLASL,someone,3
WLASL,something,4
WLASL,sometimes,5
WLASL,somewhere,4
WLASL,son,10
WLASL,song,5
WLASL,soon,11
WLASL,sore throat,6
WLASL,sorry,7
WLASL,soul,5
WLASL,sound,7
WLASL,soup,6
WLASL,sour,7
WLASL,south,7
WLASL,south america,6
WLASL,spain,6
WLASL,spanish,5
WLASL,speak,5
WLASL,special,8
WLASL,specific,6
WLASL,speech,10
WLASL,speed,5
WLASL,spell,6
WLASL,spider,6
WLASL,spill,4
WLASL,spin,8
WLASL,spirit,7
WLASL,spit,4
WLASL,spoon,4
WLASL,spray,8
WLASL,spread,4
WLASL,spring,6
WLASL,sprint,6
WLASL,square,5
WLASL,squeeze,4
WLASL,squirrel,6
WLASL,stadium,6
WLASL,staff,5
WLASL,stairs,6
WLASL,stamp,5
WLASL,stand,5
WLASL,standard,5
WLASL,star,7
WLASL,stare,7
WLASL,start,4
WLASL,statistics,4
WLASL,stay,9
WLASL,steal,7
WLASL,steel,6
WLASL,stepfather,2
WLASL,sticky,5
WLASL,still,5
WLASL,sting,3
WLASL,stink,8
WLASL,stir,4
WLASL,stitch,4
WLASL,stomach,7
WLASL,stop,5
WLASL,store,7
WLASL,story,7
WLASL,straight,8
WLASL,strange,7
WLASL,straw,7
WLASL,strawberry,8
WLASL,street,6
WLASL,stress,8
WLASL,stretch,4
WLASL,strict,6
WLASL,strong,8
WLASL,structure,7
WLASL,struggle,7
WLASL,stubborn,7
WLASL,stuck,4
WLASL,student,8
WLASL,study,10
WLASL,stupid,5
WLASL,subtract,6
WLASL,subway,5
WLASL,sue,4
WLASL,suffer,5
WLASL,sugar,7
WLASL,suggest,6
WLASL,summer,7
WLASL,summon,5
WLASL,sun,6
WLASL,sunday,8
WLASL,sunrise,4
WLASL,sunset,8
WLASL,sunshine,5
WLASL,superman,4
WLASL,support,6
WLASL,suppose,4
WLASL,sure,5
WLASL,surface,6
WLASL,surgeon,3
WLASL,surgery,7
WLASL,surprise,6
WLASL,surrender,4
WLASL,suspect,6
WLASL,suspend,4
WLASL,swallow,7
WLASL,sweater,6
WLASL,sweden,4
WLASL,sweep,4
WLASL,sweet,10
WLASL,sweetheart,6
WLASL,swim,4
WLASL,swimming,6
WLASL,swimsuit,5
WLASL,swing,4
WLASL,switzerland,6
WLASL,symbol,6
WLASL,sympathy,4
WLASL,t,4
WLASL,table,5
WLASL,take,11
WLASL,take turns,7
WLASL,take up,4
WLASL,tale,6
WLASL,talent,4
WLASL,talk,7
WLASL,tall,13
WLASL,tan,5
WLASL,taste,6
WLASL,tea,7
WLASL,teach,7
WLASL,teacher,8
WLASL,team,6
WLASL,tease,8
WLASL,technology,5
WLASL,teeth,4
WLASL,telephone,6
WLASL,telescope,5
WLASL,television,6
WLASL,tell,10
WLASL,temperature,8
WLASL,temple,6
WLASL,tempt,3
WLASL,ten,5
WLASL,tend,3
WLASL,tender,6
WLASL,tennis,6
WLASL,tent,8
WLASL,terrible,6
WLASL,test,8
WLASL,testify,5
WLASL,texas,3
WLASL,text,6
WLASL,thailand,6
WLASL,than,4
WLASL,thank you,7
WLASL,thankful,5
WLASL,thanksgiving,13
WLASL,that,4
WLASL,theater,4
WLASL,their,5
WLASL,them,5
WLASL,theme,5
WLASL,themselves,7
WLASL,then,5
WLASL,theory,10
WLASL,therapy,6
WLASL,there,6
WLASL,therefore,3
WLASL,thermometer,5
WLASL,they,5
WLASL,thick,5
WLASL,thin,16
WLASL,thing,6
WLASL,think,7
WLASL,third,7
WLASL,thirsty,8
WLASL,this,4
WLASL,thousand,6
WLASL,three,7
WLASL,thrill,5
WLASL,throat,5
WLASL,through,5
WLASL,throw,7
WLASL,thursday,11
WLASL,ticket,6
WLASL,tie,7
WLASL,tiger,9
WLASL,time,8
WLASL,tiptoe,4
WLASL,tired,7
WLASL,tissue,6
WLASL,title,5
WLASL,to,7
WLASL,toast,10
WLASL,tobacco,4
WLASL,today,9
WLASL,together,6
WLASL,toilet,5
WLASL,toilet paper,4
WLASL,tolerate,4
WLASL,tomato,8
WLASL,tomorrow,7
WLASL,tongue,5
WLASL,tonight,5
WLASL,tooth,6
WLASL,toothbrush,5
WLASL,top,6
WLASL,topic,7
WLASL,tornado,5
WLASL,torture,4
WLASL,total,5
WLASL,touch,5
WLASL,tough,6
WLASL,tournament,7
WLASL,towel,5
WLASL,tower,3
WLASL,town,9
WLASL,trade,13
WLASL,tradition,5
WLASL,traffic,6
WLASL,train,9
WLASL,tranquil,5
WLASL,transfer,8
WLASL,transform,4
WLASL,translate,7
WLASL,travel,9
WLASL,tree,6
WLASL,triangle,6
WLASL,trip,5
WLASL,trophy,5
WLASL,trouble,5
WLASL,truck,6
WLASL,true,5
WLASL,trust,6
WLASL,truth,5
WLASL,try,6
WLASL,tuesday,7
WLASL,turkey,7
WLASL,turn,4
WLASL,turtle,5
WLASL,tutor,5
WLASL,tv,2
WLASL,twin,5
WLASL,two,6
WLASL,type,5
WLASL,u,4
WLASL,ugly,9
WLASL,umbrella,6
WLASL,uncle,6
WLASL,under,5
WLASL,understand,7
WLASL,underwear,8
WLASL,unique,6
WLASL,united states,5
WLASL,university,7
WLASL,until,7
WLASL,up,7
WLASL,upset,9
WLASL,upstairs,3
WLASL,use,5
WLASL,v,4
WLASL,vacant,4
WLASL,vacation,6
WLASL,vague,4
WLASL,valley,4
WLASL,value,3
WLASL,vampire,5
WLASL,vegetable,5
WLASL,verb,4
WLASL,very,6
WLASL,vice president,4
WLASL,viewpoint,5
WLASL,violin,7
WLASL,visit,9
WLASL,visitor,5
WLASL,visualize,5
WLASL,vlog,4
WLASL,vocabulary,6
WLASL,voice,9
WLASL,volleyball,5
WLASL,volunteer,7
WLASL,vomit,9
WLASL,vote,8
WLASL,w,4
WLASL,wait,10
WLASL,waiter,3
WLASL,wake up,5
WLASL,walk,11
WLASL,wall,5
WLASL,wallet,6
WLASL,wander,5
WLASL,want,9
WLASL,war,7
WLASL,warm,5
WLASL,warn,5
WLASL,wash,6
WLASL,wash face,2
WLASL,washington,5
WLASL,waste,5
WLASL,watch,8
WLASL,water,9
WLASL,waterfall,5
WLASL,watermelon,5
WLASL,way,5
WLASL,we,7
WLASL,weak,7
WLASL,wear,6
WLASL,weather,8
WLASL,wedding,7
WLASL,wednesday,8
WLASL,week,9
WLASL,weekend,9
WLASL,weekly,4
WLASL,weigh,3
WLASL,weight,6
WLASL,weird,5
WLASL,welcome,5
WLASL,west,8
WLASL,wet,9
WLASL,whale,6
WLASL,what,12
WLASL,whatever,4
WLASL,wheelchair,4
WLASL,when,8
WLASL,where,7
WLASL,which,6
WLASL,while,6
WLASL,whistle,3
WLASL,white,10
WLASL,who,14
WLASL,why,11
WLASL,wide,6
WLASL,wife,8
WLASL,will,4
WLASL,willing,6
WLASL,win,7
WLASL,wind,8
WLASL,window,6
WLASL,wine,5
WLASL,winter,6
WLASL,wish,4
WLASL,with,8
WLASL,within,5
WLASL,without,7
WLASL,witness,6
WLASL,wolf,6
WLASL,woman,11
WLASL,wonder,5
WLASL,wonderful,6
WLASL,wood,6
WLASL,word,8
WLASL,work,10
WLASL,worker,5
WLASL,workshop,5
WLASL,world,6
WLASL,worm,6
WLASL,worry,5
WLASL,worse,6
WLASL,worthless,5
WLASL,wow,9
WLASL,wrap,6
WLASL,wrench,3
WLASL,wristwatch,6
WLASL,write,10
WLASL,wrong,8
WLASL,year,10
WLASL,yellow,8
WLASL,yes,12
WLASL,yesterday,10
WLASL,you,8
WLASL,young,5
WLASL,your,6
WLASL,yourself,5
WLASL,zero,4
